Código,Cód. Pai,Dispositivo legal,Artigo,Data de Publicação,Data de Alteração,Data de Inativação,Data de Reativação,nome,JMU1G
11128,11117,CPM,188,2009-08-26 00:00:00,,,,Deserção - casos assimilados,X
11129,11117,CPM,190,2009-08-26 00:00:00,,,,Deserção especial,X
11130,11117,CPM,192,2009-08-26 00:00:00,,,,Deserção por evasão ou fuga,X
11131,11117,CPM,"189, inciso I",2009-08-26 00:00:00,,,,Deserção privilegiada,X
11132,11117,CPM,"189, inciso II",2009-08-26 00:00:00,,,,Deserção qualificada,X
11133,11117,CPM,193,2009-08-26 00:00:00,,,,Favorecimento a desertor,X
11134,11117,CPM,194,2009-08-26 00:00:00,,,,Omissão de Oficial,X
11118,11079,,,2009-08-26 00:00:00,,,,Exercício de comércio,X
11125,11118,CPM,204,2009-08-26 00:00:00,,,,Exercício de comércio por oficial,X
11119,11079,,,2009-08-26 00:00:00,,,,Insubmissão,X
11120,11119,CPM,184,2009-08-26 00:00:00,,,,Criação ou simulação de incapacidade física,X
11121,11119,CPM,186,2009-08-26 00:00:00,,,,Favorecimento a convocado,X
11122,11119,CPM,183,2009-08-26 00:00:00,,,,Insubmissão,X
11123,11119,CPM,"183,§ 2º",2009-08-26 00:00:00,,,,Insubmissão privilegiada,X
11124,11119,CPM,185,2009-08-26 00:00:00,,,,Substituição de convocado,X
11080,11068,,,2009-08-26 00:00:00,,,,Parte Geral ,X
11081,11080,,,2009-08-26 00:00:00,,,,Aplicação da Pena,X
11114,11081,CPM,59,2009-08-26 00:00:00,,,,Conversão da Pena,X
11115,11081,CPM,113,2009-08-26 00:00:00,,,,Substituição da Pena,X
11082,11080,,,2009-08-26 00:00:00,,,,Efeitos da Condenação,X
11112,11082,CPM,"109,II",2009-08-26 00:00:00,,,,Perda em favor da Fazenda Pública,X
11113,11082,CPM,"109, I",2009-08-26 00:00:00,,,,Reparação do Dano,X
11083,11080,,,2009-08-26 00:00:00,,,,Excludentes,X
11106,11083,CPM,"42, I",2009-08-26 00:00:00,,,,Estado de Necessidade,X
11107,11083,CPM,39,2009-08-26 00:00:00,,,,Estado de Necessidade exculpante,X
11108,11083,CPM,"42, inciso III",2009-08-26 00:00:00,,,,Estrito Cumprimento do Dever Legal,X
11109,11083,CPM,"42, inciso IV",2009-08-26 00:00:00,,,,Exercício Regular do Direito,X
11110,11083,CPM,38,2009-08-26 00:00:00,,,,Inexigibilidade de Conduta Diversa,X
11111,11083,CPM,"42,inciso II",2009-08-26 00:00:00,,,,Legítima Defesa,X
11084,11080,,,2009-08-26 00:00:00,,,,Extinção da punibilidade,X
11100,11084,CPM,"123, inciso II",2009-08-26 00:00:00,,,,Anistia,X
11101,11084,CPM,"123, inciso II",2009-08-26 00:00:00,,,,Indulto,X
11102,11084,CPM,"123, inciso I",2009-08-26 00:00:00,,,,Morte do Agente,X
11103,11084,CPM,"123, inciso IV",2009-08-26 00:00:00,,,,Prescrição,X
11104,11084,CPM,"123, inciso V",2009-08-26 00:00:00,,,,Reabilitação,X
11105,11084,CPM,"123, inciso VI",2009-08-26 00:00:00,,,,Ressarcimento do Dano,X
11085,11080,CPM,89,2009-08-26 00:00:00,,,,Livramento Condicional,X
11086,11080,,,2009-08-26 00:00:00,,,,Penas Acessórias,X
11091,11086,CPM,102,2009-08-26 00:00:00,,,,Exclusão das Forças Armadas,X
11092,11086,CPM,104,2009-08-26 00:00:00,,,,Inabilitação para o exercício de Função Pública,X
11095,11086,CPM,103,2009-08-26 00:00:00,,,,Perda da Função Pública,X
11098,11086,CPM,"98, inciso VII",2009-08-26 00:00:00,,,,"Suspensão do pátrio poder, tutela ou curatela",X
11099,11086,CPM,106,2009-08-26 00:00:00,,,,Suspensão dos direitos políticos,X
11087,11080,CPM,84,2009-08-26 00:00:00,,,,Suspensão Condicional da Pena,X
11088,11080,,,2009-08-26 00:00:00,,,,Tipicidade,X
11089,11088,CPM,"123, inciso III",2009-08-26 00:00:00,,,,Abolitio criminis,X
11090,11088,CPM,,2009-08-26 00:00:00,,,,Princípio da Insignificância,X
8826,,,,,,,,DIREITO PROCESSUAL CIVIL E DO TRABALHO,X
8842,8826,,,2008-09-30 15:52:52,,,,Partes e Procuradores,X
8843,8842,CPC,98 a 102,2008-09-30 15:52:52,,,,Assistência Judiciária Gratuita,X
9493,8842,CPC,70 a 76,2008-09-30 15:52:52,,,,Capacidade Processual,X
9258,8842,CPC,95,2008-09-30 15:52:52,,,,Honorários Periciais,X
8859,8842,CPC,119 a 138,2008-09-30 15:52:52,,,,Intervenção de Terceiros ,X
13091,8859,,,2020-11-04 00:00:00,,,,Chamamento ao Processo ,X
13135,8859,,,2020-11-04 00:00:00,,,,Denunciação da Lide ,X
13234,8859,,,2020-11-04 00:00:00,,,,Nomeação à Autoria ,X
13239,8859,,,2020-11-04 00:00:00,,,,Oposição ,X
8865,8842,CPC,79 a 81,2008-09-30 15:52:52,,,,Litigância de Má-Fé,X
8868,8842,CPC,104 e 105,2008-09-30 15:52:52,2018-11-19 16:02:07,,,Procuração ,X
13068,8868,,,2020-11-04 00:00:00,,,,Assinatura Eletrônica / Digital ,X
13307,8868,,,2020-11-04 00:00:00,,,,Tácito ,X
8873,8842,CPC,75,2008-09-30 15:52:52,,,,Representação em Juízo,X
8874,8842,,,2008-09-30 15:52:52,,,,Sucumbência ,X
10655,8874,CPC,"85, §§ 1º, 2º, 6º e 8º a 19; 86; 87 e 90 a 92",2008-09-30 15:52:52,,,,Honorários Advocatícios,X
13385,10655,,,2020-11-04 00:00:00,,,,Contratuais ,X
13537,10655,,,2020-11-04 00:00:00,,,,Sucumbenciais ,X
13541,10655,,,2020-11-04 00:00:00,,,,Suspensão da Cobrança - Devedor Beneficiário de Assistência Judiciária Gratuita ,X
13185,8874,,,2020-11-04 00:00:00,,,,Honorários Periciais ,X
8893,8826,,,2008-09-30 15:52:52,,,,Atos Processuais,X
8928,8893,CPC,218 a 235,2008-09-30 15:52:52,,,,Prazo,X
10938,8893,CPC,238 a 259,2008-09-30 15:52:52,,,,Citação,X
10939,8893,CPC,269 a 275,2008-09-30 15:52:52,,,,Intimação / Notificação,X
8919,8893,CPC,276 a 283,2008-09-30 15:52:52,,,,Nulidade,X
12401,8919,CPC,"11, caput",2018-11-20 00:00:00,,,,Nulidade - Ausência de Fundamentação de Decisão,X
12405,8919,CPC,"272, §§ 2º e 5º",2018-11-20 00:00:00,,,,Nulidade - Ausência de Identificação de Advogado ou de Sociedade de Advogados,X
12406,8919,CPC,279,2018-11-20 00:00:00,,,,Nulidade - Ausência de Intimação do Ministério Público,X
12404,8919,CPC,"272, § 2º",2018-11-20 00:00:00,,,,Nulidade - Ausência de Nome das Partes,X
12400,8919,CPC,"11, caput",2018-11-20 00:00:00,,,,Nulidade - Ausência de publicidade de decisão,X
12407,8919,CPC,280,2018-11-20 00:00:00,,,,Nulidade - Citação Sem Observância das Prescrições Legais,X
12402,8919,CPC,"146, § 7º",2018-11-20 00:00:00,,,,Nulidade - Impedimento,X
12408,8919,CPC,280,2018-11-20 00:00:00,2018-11-20 13:10:10,,,Nulidade - Intimação Sem Observância das Prescrições Legais,X
12410,8919,CPC,280,2018-11-20 00:00:00,,,,Nulidade - Intimação Sem Observância das Prescrições Legais,X
12403,8919,CPC,"146, § 7º",2018-11-20 00:00:00,,,,Nulidade - Suspeição,X
8828,8826,,,2008-09-30 15:52:52,,,,Jurisdição e Competência,X
8829,8828,CPC,Arts. 86 a 124,2008-09-30 15:52:52,,,,Competência ,X
11047,8829,Constituição Federal,124,2009-08-25 00:00:00,,,,Competência da Justiça Militar da União,X
9148,8826,,,2008-09-30 15:52:52,,,,Liquidação / Cumprimento / Execução,X
10672,9148,,,2008-09-30 15:52:52,,,,Precatório,X
10680,10672,Constituição Federal,"100, § 8º",2008-09-30 15:52:52,,,,Crédito Complementar,X
10679,10672,Constituição Federal,"100, §§ 2º e 8º",2008-09-30 15:52:52,,,,Fracionamento,X
8875,8826,CPC,176 a 181,2008-09-30 15:52:52,,,,Ministério Público,X
11781,8826,,,2010-09-17 00:00:00,2022-03-23 15:01:16,,,Objetos de cartas precatórias cíveis/de ordem,X
11786,11781,CPC,"914, § 2º; 915, §§ 2º e 4º",2010-09-17 00:00:00,,,,Atos executórios,X
11783,11781,CPC,232,2010-09-17 00:00:00,,,,Citação,X
11785,11781,CPC,261,2010-09-17 00:00:00,,,,Diligências,X
11782,11781,CPC,232,2010-09-17 00:00:00,,,,Intimação,X
11784,11781,CPC,"453, II",2010-09-17 00:00:00,,,,Oitiva,X
8883,8826,,,2008-09-30 15:52:52,,,,Órgãos Judiciários e Auxiliares da Justiça,X
8884,8883,,,2008-09-30 15:52:52,,,,Do Juiz,X
10660,8884,CPC,144,2008-09-30 15:52:52,,,,Impedimento,X
12415,8884,CPC,139 a 143,2018-11-23 00:00:00,,,,"Poderes, Deveres e Responsabilidades do Juiz",X
10659,8884,CPC,145,2008-09-30 15:52:52,,,,Suspeição,X
8888,8883,CPC,149 a 175,2008-09-30 15:52:52,,,,Dos Auxiliares da Justiça,X
8960,8826,,,2008-09-30 15:52:52,,,,Processo e Procedimento,X
8986,8960,CPC,283,2008-09-30 15:52:52,,,,Erro de Procedimento,X
8990,8960,,,2008-09-30 15:52:52,,,,Provas,X
10940,8990,CPC,385 a 388 e 442 a 463,2008-09-30 15:52:52,2011-02-01 11:30:20,,,Depoimento,X
12419,8990,CPC,369 a 384; 389 a 441 e 463 a 484,2018-11-23 00:00:00,,,,Provas em geral,X
9024,8960,CPC,344 a 346,2008-09-30 15:52:52,,,,Revelia ,X
9045,8826,,,2008-09-30 15:52:52,2009-05-29 12:07:39,,,Recurso,X
9098,9045,"Constituição Federal, CPC, CPP, CLT, Código Eleitoral, CPPM e Lei n. 9.099/1995","102, II e III; 105, II e III (CF); 994; 1.009; 1.015; 1.021, caput; 1.022; 1.027; 1.030, I, III, V e §§ 1º e 2º; 1.035, caput e §§ 1º a 3º, 6º e 7º; 1.036, §§ 2º e 3º; 1.037, §§ 9º e 13; 1.042, caput ; 1.043 (CPC); 581; 593 , I a III; 619; 639 (CPP)",2008-09-30 15:52:52,,,,Cabimento,X
9047,9045,"CPC, CPP, CLT, Código Eleitoral, CPPM, Lei n. 9.099/1955","987, caput e § 1º; 1.012; 1.019, I; 1.026, caput; 1.029, § 5º (CPC); 584, caput; 597; 598, caput; 637; 646 (CPP); 893, § 2º; 896, § 1º ; 899, caput (CLT); 257, caput e § 2º (Código Eleitoral); 65, § 2º, 106, §§1º e 2º;194,par. único e outros (CPPM)",2008-09-30 15:52:52,,,,Efeitos,X
9060,9045,CPC,Arts. 506 a 508,2008-09-30 15:52:52,2018-11-27 16:40:47,,,Prazo,X
10668,9060,CPC e Lei n. 9.800/1999,"1.017, § 2º, IV e § 4º (CPC); 2º, caput (Lei n. 9.800/1999)",2008-09-30 15:52:52,,,,Fac-símile,X
10669,9060,CPC,"1.017, § 2º, II",2008-09-30 15:52:52,,,,Protocolo Integrado / Descentralizado,X
12420,9060,"CPC, Lei n. 9.099/1995, CPP, CLT, Código Eleitoral e CPPM","1.003;1.023,caput;1.026,caput;1.044,§1º(CPC);42,caput;49,50,82,§1º;83,§§1ºe2º(L.9.099/1995);575;586;593,caput;598;619;640(CPP);894,capute§4º;895,caput;896,§12;897,caput;897-A,capute§3º(CLT);258;259;275,§1º;276,caput;279,caput;281,caput;282(C.Eleit.)",2018-11-27 00:00:00,,,,Tempestividade,X
9050,9045,"CPC, Lei n. 9.289/1996, CPP, CLT, Código Eleitoral, CPPM, Lei n. 9.099/1995","99, §§ 5º e 7º; 1.007; 1.023, caput (CPC); 14, II (Lei 9.289/1996); 806, § 2º (CPP); 896, § 14; 899 (CLT); 275, § 2º (Código Eleitoral); 712 (CPPM); 42; 54, parágrafo único (Lei n. 9.099/1995)",2008-09-30 15:52:52,2020-11-19 13:44:47,,,Preparo/Deserção,X
10666,9045,CPC,"997, caput",2008-09-30 15:52:52,,,,Regularidade Formal,X
10738,9045,CPPM,528,2008-09-30 15:52:52,,,,Sobrestamento,X
1209,,,,,,,,DIREITO PROCESSUAL PENAL,X
4263,1209,,,2008-09-30 15:52:52,,,,Ação Penal,X
10902,4263,CPP; CPPM,"401, § 1.º; 390, 453",2008-09-30 15:52:52,,,,Excesso de prazo para instrução / julgamento,X
10925,4263,,,2008-09-30 15:52:52,,,,Provas,X
14238,10925,"Lei 13,431/2017",11,2021-01-28 00:00:00,,,,Produção Antecipada de Provas,X
4271,4263,,,2008-09-30 15:52:52,,,,Suspensão,X
10691,4271,CPP; CPPM,92 e 93; 122 e ss.,2008-09-30 15:52:52,,,,Questão Prejudicial,X
15056,1209,CPP,"28-A, § 6º",2022-06-01 00:00:00,,,,Acordo de Não Persecução Penal,X
7942,1209,,,2008-09-30 15:52:52,2020-06-05 14:48:55,,,Execução Penal e de Medidas Alternativas,X
12730,7942,CPP,"28-A, § 6º",2020-06-05 00:00:00,2022-06-01 15:36:27,,,Acordo de Não Persecução Penal,X
7790,7942,,,2008-09-30 15:52:52,,,,Pena Restritiva de Direitos,X
7789,7790,cp,Art 43,2008-09-30 15:52:52,,,,Limitação de Fim de Semana,X
7787,7790,cp,43,2008-09-30 15:52:52,,,,Prestação de Serviços à Comunidade,X
7785,7790,cp,43,2008-09-30 15:52:52,,,,Prestação Pecuniária,X
12732,7942,Lei 9.099,89,2020-06-05 00:00:00,,,,Suspensão Condicional de Processo,X
12731,7942,"Lei 9,099/1995",76,2020-06-05 00:00:00,,,,Transação Penal,X
7945,1209,CPP; CPPM,"581, XVIII; 163",2008-09-30 15:52:52,,,,Falsidade,X
10604,1209,,,2008-09-30 15:52:52,,,,Investigação Penal,X
14875,10604,Lei nº 12.850/2013; Decreto nº 5.015/2004,8º (Lei 12.850/2013); 20 (Decreto 5.015/20040,2021-09-29 00:00:00,,,,Ação Controlada,X
12640,10604,,,2020-06-03 00:00:00,,,,Arquivamento de Procedimento Investigatório Criminal - PIC-MP,X
14876,10604,Lei 12.850/2013,"3, II",2021-09-29 00:00:00,,,,"Captação Ambiental de Sinais Eletromagnéticos, Ópticos e Acústicos",X
10606,10604,,,2008-09-30 15:52:52,,,,Cerceamento de Defesa,X
14877,10604,Lei nº 12.850/2013; Decreto nº 5.015/2004; Lei n.º 9.807/1999; Lei n.º 11.343/2006,4º,2021-09-29 00:00:00,,,,Colaboração Premiada,X
10605,10604,CPP,24,2008-09-30 15:52:52,,,,Competência do MP,X
14878,10604,Lei 12.850/2013,"3, VIII",2021-09-29 00:00:00,,,,Cooperação entre Instituições e Órgãos Públicos na Busca de Provas/Informações,X
14879,10604,Lei 12.850/2013,"3, VII",2021-09-29 00:00:00,,,,Infiltração de Agentes,X
14124,10604,Lei 9.296/1996 e Resolução CNJ 328/2020,"1º, parágrafo único (Lei 9.296/1996); 1º (Resolução CNJ 328/2020)",2021-01-18 00:00:00,,,,Quebra de Sigilo Telemático,X
10607,10604,CF; LC 105/2001,"5.º, XII",2008-09-30 15:52:52,,,,Quebra do Sigilo Bancário,X
10608,10604,CF,"5.º, X e XII",2008-09-30 15:52:52,,,,Quebra do Sigilo Fiscal,X
10609,10604,Lei 9.296/96,1º,2008-09-30 15:52:52,,,,Quebra do Sigilo Telefônico,X
10610,10604,,,2008-09-30 15:52:52,,,,Trancamento,X
7928,1209,CPP; CPPM,310; 270,2008-09-30 15:52:52,2009-08-14 10:36:01,,,Liberdade Provisória,X
10912,1209,,,2008-09-30 15:52:52,,,,Medidas Assecuratórias,X
10914,10912,CPP; CPPM,240; 170,2008-09-30 15:52:52,,,,Busca e Apreensão de Bens,X
10913,10912,CPP; CPPM,125; 199 e ss,2008-09-30 15:52:52,,,,Indisponibilidade / Seqüestro de Bens,X
15033,1209,DL 3.689/1941 (CPP),"174, 177, 222, 289, 353, 473",2022-03-23 00:00:00,,,,Objetos de Cartas Precatórias Criminais,X
15037,15033,DL 3689/1941 - CPP,,2022-03-23 00:00:00,,,,Alvará de Soltura,X
15040,15033,DL 3689 - CPP,,2022-03-23 00:00:00,,,,Busca e Apreensão,X
15034,15033,DL 3689/1941 - CPP,385,2022-03-23 00:00:00,,,,Citação,X
15044,15033,DL 3689/1941 - CPP,,2022-03-23 00:00:00,,,,Comunicação de Prisão - BNMP,X
15036,15033,DL 3689/1941 - CPP,174,2022-03-23 00:00:00,,,,Diligências,X
15042,15033,DL 3689/1941 - CPP,,2022-03-23 00:00:00,,,,Interrogatório,X
15035,15033,DL 3689/1941 - CPP,,2022-03-23 00:00:00,,,,Intimação,X
15041,15033,DL 3689/1941 - CPP,222 e 473,2022-03-23 00:00:00,,,,Oitiva,X
15043,15033,DL 3689/1941 - CPP,289,2022-03-23 00:00:00,,,,Prisão Domiciliar,X
15038,15033,DL 3689/1941 - CPP,289,2022-03-23 00:00:00,,,,Prisão Preventiva,X
15039,15033,DL 3689/1941 - CPP,289,2022-03-23 00:00:00,,,,Prisão Temporária,X
10904,1209,Lei 5.256,,2008-09-30 15:52:52,,,,Prisão Domiciliar / Especial,X
7929,1209,CPP; CPPM,301; 243,2008-09-30 15:52:52,,,,Prisão em flagrante,X
4355,1209,CPP; CPPM,311; 254,2008-09-30 15:52:52,,,,Prisão Preventiva,X
14880,1209,,,2021-09-29 00:00:00,,,,Questões Incidentes,X
14881,14880,CPP,118 e ss,2021-09-29 00:00:00,2021-09-30 17:24:00,,,Destinação de Bens e Mercadorias/Coisas Apreendidas,X
14959,14881,CPP,"120, § 5º e 133",2021-09-30 00:00:00,,,,Avaliação e Venda em Leilão Público,X
14958,14881,CPP,124 e 124-A,2021-09-30 00:00:00,,,,Destruição ou Destinação das Coisas Apreendidas,X
14960,14881,Lei 10.826/2003,"25, caput e §§",2021-09-30 00:00:00,,,,Encaminhamento ao Comando do Exército,X
14957,14881,CPP,"120, caput e § 2º",2021-09-30 00:00:00,,,,Restituição de Coisas Apreendidas,X
14882,14880,Res. CNJ nº 154; Res. CJF nº 295/14,Art. 32 c/c art. 60 e seguintes,2021-09-29 00:00:00,,,,Destinação de Recursos Decorrentes da Pena de Prestação Pecuniária,X
11049,,,,,,,,DIREITO PROCESSUAL PENAL MILITAR,X
11051,11049,,,2009-08-25 00:00:00,,,,Correição Parcial,X
11065,11051,CPPM,498,2009-08-25 00:00:00,,,,Requerimento da Parte,X
11052,11049,,,2009-08-25 00:00:00,,,,Execução Penal,X
11057,11052,,,2009-08-25 00:00:00,,,,Penas restritivas de direitos,X
11058,11057,CPM,"110, 115",2009-08-25 00:00:00,,,,Cassação de licença para direção de veículo motorizado,X
11059,11057,CPM,"110, 119",2009-08-25 00:00:00,,,,Confisco,X
11060,11057,CPM,"110, 116",2009-08-25 00:00:00,,,,Exílio local,X
11061,11057,CPM,"110, 118",2009-08-25 00:00:00,,,,Interdição de estabecimento ou associação,X
11062,11057,CPM,"110, 117",2009-08-25 00:00:00,,,,Proibição de frequentar determinados locais,X
11063,11057,CPM,55,2009-08-25 00:00:00,,,,"Suspensão do exercício do posto, graduação, cargo ou função",X
11054,11049,CPPM,263,2009-08-25 00:00:00,,,,Menagem,X
12467,,Portaria Conjunta CNJ e CNMP nº 1/2019,"2º, I a V",,,,,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",X
12612,12467,Portaria Conjunta CNJ e CNMP nº 1/2019,"2º, I a V",2020-03-18 00:00:00,,,,COVID-19,X
15365,12467,"Decreto Legislativo 36/2024, de 7/5/2024 e Portaria Conjunta CNJ e CNMP nº 1/2019","1° (DL 36/2024); 2º, I a V (Portaria 1/2019)",2024-05-09 14:19:38,,,,Enchentes no Rio Grande do Sul em 2024,X
14679,12467,Portaria Conjunta CNJ e CNMP nº 1/2019,2º,2021-05-18 00:00:00,2022-06-10 16:17:03,,,Explosão da Fábrica de Fogos de Santo Antônio de Jesus/BA,X
12620,12467,Portaria Conjunta CNJ e CNMP nº 1/2019,,2020-03-26 00:00:00,,,,Migrantes e Refugiados,X
14125,12467,Lei 13.709/2018,1º,2021-01-18 00:00:00,2021-01-20 09:15:45,,,Proteção de Dados Pessoais (LGPD),X
